LOG_AR_U_(1),LOG_AR_U_(2),LOG_AR_U_(3),LOG_AR_U_(4),LOG_mu(U),LOG_loglik_U,LOG_Logpost_U,log_MA_U,log_measerr_scale_U,LOG_SIGMA_U,LOG_var_U,LOG_L_UV,L_5100,L_3000,L_H_beta,MG_II,0II_5007,OIII_4959
-0.385330120581415,-0.61939603341533,-2.33632328666752,-4.93199368027624,1.2724859201628,2.02568352743741,2.02568352743741,-25.2396407994298,0.077679848185683,-4.18726988991555,-1.44477499159107,45.4248816366311,45.32733,45.48131,43.32896,43.40307,42.46937,42.26057
0.032025772397759,0.337587485025824,-0.691486892759612,-3.15967179827847,1.28578147081066,2.05732424552913,2.05732424552913,-32.8524142001439,0.068373763743378,-2.41491336866688,-1.31674563280884,43.6009728956867,44.51848,44.56355,42.77419,42.88364,42.14843,41.77629
-0.462315064131094,-1.25788400201366,-3.38593440525923,-5.98136559392734,1.30789077886894,1.82682439898923,1.82682439898923,-36.1316000457047,0.013685286296966,-4.72068868525803,-0.392569262041835,44.5670263661591,44.32612,44.48522,42.49316,42.96359,42.26489,41.71549
-0.536718032172734,-1.21865222478037,-3.04577962245146,-5.23959285137098,1.30577937912369,1.85535093555077,1.85535093555077,-36.1316000457047,-0.037403809908821,-4.83396700873267,-1.60020823404958,45.5403294747909,44.69770,44.94271,42.94092,43.16836,42.23722,41.18078
-0.495277780336105,-1.15034398662098,-3.07082299803197,-5.33714773418058,1.29294062130761,1.95860949517744,1.95860949517744,-23.6447712626904,-0.056844406342811,-4.70792896237739,-1.05060278825518,43.7387805584844,44.30242,44.85158,42.53794,43.45705,41.93680,42.12107
-0.29847571142374,-0.687774268937075,-2.15780753922328,-2.15780753922328,1.31299652247437,1.5811977779882,1.5811977779882,-9.60011673863774,-0.051140385173471,-3.54435650969153,-0.615053615315939,45.1072099696479,44.83574,44.44037,42.97453,42.68371,42.56680,42.05108
0.077715931054883,0.009919807297427,-1.31335164581385,-1.31335164581385,1.31737806137191,1.62204089843429,1.62204089843429,-27.6903225616709,-0.01847301502253,-3.07698977599867,-0.97234953592388,44.8095597146353,44.57033,45.03819,42.60063,43.23716,42.09058,41.75146
-0.117046755079874,-0.187194150922926,-1.22371364048067,-3.5054343253357,1.28983695263866,1.91743748728895,1.91743748728895,-27.0143398829726,0.024331338510209,-2.84530459481084,-1.2890917542863,43.9898945637188,44.30397,45.01922,43.24299,43.23716,42.77714,42.05108
0.094856343863525,0.102382500091172,-0.921332753422394,-0.921332753422394,1.28633374590727,1.93207773263182,1.93207773263182,-31.5534839139337,0.07491065050432,-2.7139501588286,-1.52743576112146,44.5965970956265,44.43193,44.83776,42.59860,42.99633,41.67878,41.75146
0.076937420626433,-0.195869285357552,-0.63338085343576,-3.00558602848383,1.25557865827284,2.05866093055873,2.05866093055873,-38.0976053785096,0.045895475142538,-2.66182111302258,-1.93035842173782,44.7291647896928,44.75459,44.34770,42.46524,42.74858,42.64946,42.27146
-0.243407493368224,-0.647707710072661,-2.63438818684304,-5.35423932282045,1.31040027154096,1.8415635765465,1.8415635765465,-57.5754702831998,0.057878811742692,-4.63312135859917,-1.48584029757216,43.4487063199051,44.69916,44.65749,43.46676,42.96205,42.07596,41.86849
-0.814867419143472,-1.35397166459687,-3.39427276230466,-5.70099897143299,1.30499853451507,1.78826105968577,1.78826105968577,-42.4141940483498,0.021276182661815,-5.3404952028038,-1.42435022629118,45.3031960574205,44.88584,45.15750,42.78628,43.15557,42.64170,42.36900
-0.404502434102323,-0.633032992581339,-2.43346204938201,-4.50865597754323,1.30951897024472,1.74423839944884,1.74423839944884,-16.5672947830167,0.044483324716321,-4.03447081451638,-1.00190869549974,45.9132839017604,44.43886,44.86974,43.07690,42.93223,42.35470,42.20851
-0.130602590935242,0.686067008930959,0.359794428011894,-2.11080645291186,1.27859032131467,2.05663646637648,2.05663646637648,-14.7217908449831,0.006701556902103,-1.51741225306712,-1.57957683204981,44.2201080880401,44.10607,45.20451,42.46310,43.45330,41.79072,41.59024
-0.18758994002021,-0.540237264544747,-1.9025621058644,-4.44029334791406,1.30045510895197,1.6812163888932,1.6812163888932,-35.630898970462,0.258488016620402,-3.97202676033916,-1.64902629557578,44.862131379313,44.28278,44.41496,42.56917,42.80388,42.43821,42.14885
-0.054809404937839,0.190988883138557,-1.33756576581878,-3.44347289100407,1.30408742485782,1.81378668842504,1.81378668842504,-15.751585835345,0.078844028429795,-3.60513220551218,-1.39246913167253,45.0718820073061,45.03406,44.07756,42.51944,42.61017,41.49444,41.85274
-0.416186154998468,-0.2807280318306,-1.9795628599671,-1.9795628599671,1.27940538062556,2.05473414906869,2.05473414906869,-9.71766522958515,0.124954881834197,-3.81243984208006,-1.50592535419517,44.2504200023089,44.28599,44.46839,42.79810,42.98336,41.62131,41.22986
-0.056717965511947,-0.06393798991872,-1.5107878940494,-3.82646810667454,1.30628425360418,1.81216317919882,1.81216317919882,-11.5981687860691,0.028209689301578,-3.1139591636231,-1.23221711061776,45.1958996524092,44.51935,44.94597,42.05927,43.26494,42.24820,42.19560
-0.436215685900148,-0.874319322305145,-2.75194071239105,-5.15376190643597,1.30597742555224,1.8068750596758,1.8068750596758,-34.8303129033828,0.068994543539663,-4.5666701587703,-1.48741745082415,45.3159703454569,44.25256,44.97579,43.25239,43.38464,42.40217,41.26026
-0.385313450031835,-1.1494552266063,-3.05600993015164,-5.26365995681657,1.303395481669,1.97214769855293,1.97214769855293,-41.0574190974269,0.04094300826276,-5.28590535610846,-1.56617084389302,45.170261715395,44.13888,45.31695,42.20292,42.59487,41.99311,41.90872
-0.264971072294629,-0.474887530777311,-2.24406431456728,-4.41248545402016,1.3007722830101,1.89676877163563,1.89676877163563,-6.89525225824097,0.029244389261861,-4.00210072642768,-1.42542267242177,45.0492180226702,44.97359,44.42739,44.17511,42.63465,41.82681,41.46316
-0.31975320491217,-1.09252662373166,-3.01659526058244,-5.33997942952378,1.30608697617057,1.75872202600109,1.75872202600109,-32.4285566006111,0.201796809428056,-7.19005127197358,-1.66250889673835,44.9703468762301,44.90593,44.67777,42.71012,42.81970,42.10764,42.01054
0.027401123528122,-0.102052237490553,-1.42870705765959,-4.34435884743666,1.30511948209573,1.87127821644611,1.87127821644611,3.64904100411658,0.011817759704674,-2.9075740495723,-0.922878072014899,44.8438554226232,45.67979,44.66881,42.68983,42.33877,42.00149,41.62996
-0.152993340597254,-0.296767401956664,-1.95295107709349,-3.77968156284631,1.30460927563248,1.83943140386077,1.83943140386077,-28.8098358245907,0.142629826169618,-3.86145861565554,-1.69864646171323,44.6138418218761,44.45743,43.97203,42.50119,43.42820,41.47306,41.89955
-0.004275023151765,0.111952170970808,-0.989281480988399,-0.152993340597254,1.30200611451748,1.85374132082961,1.85374132082961,-26.3683327427277,0.027637604912337,-2.79359040615763,-1.61257537193651,45.6222140229663,44.54183,45.32038,42.85803,42.99291,42.42153,41.72696
0.04970169052732,0.005075399129331,-1.21851005795475,-0.989281480988399,1.30484325183813,1.91563793042303,1.91563793042303,-33.3201687165978,0.027615989200349,-3.19789167516914,-1.76419700699237,44.4487063199051,44.59501,44.90722,43.04988,43.95267,42.32945,41.63567
-0.101170392828652,-0.449865044601795,-2.10524605273207,-3.25498883349795,1.3069723838272,1.97091543115824,1.97091543115824,-29.5834843209732,-0.005871405067725,-4.06941393006249,-1.67038746924027,45.4668676203541,44.69004,46.03777,42.98457,43.00252,41.22119,41.03894
0.04369154701377,-0.671851423652261,-2.44712737718923,-4.56012797824109,1.31091671989932,1.87410990928521,1.87410990928521,-32.0388378253181,0.036762205417332,-4.31903483642801,-1.51958963250883,44.9041743682842,44.78482,44.68607,42.53414,42.81552,41.89582,41.86565
-0.329393943039129,0.048660219369687,-1.18545549702216,-4.25131771237618,1.27444290999287,2.00236499771902,2.00236499771902,-16.8455146514946,0.031546738099158,-3.44531430431756,-1.85681547773955,44.8481891169914,45.22008,44.85840,42.60624,42.91650,41.85748,41.63610
-0.378856520821001,-0.570160656728861,-2.16495124626689,-3.60153373861307,1.31212389235972,1.72715667287429,1.72715667287429,-24.4383348753532,0.00000614197930768292,-4.32272895608,-1.60234546902537,44.7291647896928,44.67030,44.66664,42.71966,42.88055,42.92163,40.86044
-0.114545234502465,-0.888590428941041,-2.12827945790486,-4.37491571874829,1.3018035893674,1.87830848844877,1.87830848844877,-14.8657521529433,0.111161605927069,-4.05508548215873,-1.80354373461588,45.2810333672477,44.23784,44.89960,42.34346,43.17620,42.36641,41.51476
-0.393650434809612,-0.621468609657364,-2.34214677897263,-4.14141876666595,1.26723683168415,2.05948174008367,2.05948174008367,-37.7918509807804,0.058074192117173,-4.13051582287357,-1.3642421658577,43.9036325160842,44.59427,45.16364,42.67943,43.34918,41.82378,41.74407
-0.052424519074954,-1.08512720805956,-2.56525314403462,-4.91175741697178,1.30233203708434,2.03451319756599,1.80781259381512,-25.6335302306476,-0.00881454716794,-4.07784655150175,-1.11814328419809,45.212187604404,44.80879,45.38134,42.52063,42.99591,41.53349,41.82133
-0.336396121209124,-0.177149198798968,-1.55677892128896,-4.70394239035568,1.31830935154069,1.76741330841434,1.76741330841434,-32.8302674469333,-0.020733669219893,-3.40560185239379,-1.2282007981885,45.1205739312058,44.75154,44.71793,42.55448,42.67819,42.01386,40.68333
-0.176376835014257,-0.294165347868985,-1.96960815574247,-3.60773123298639,1.30336736834121,1.8703511248131,1.8703511248131,-12.3501414254582,0.074256257839895,-3.36409377166746,-0.681560217765007,45.0043213737826,44.08426,44.52579,42.22238,42.87405,41.86658,40.86122
-0.226167941859947,-0.248723588366651,-1.39403654929906,-4.43372065435383,1.28947660066048,1.8315789109443,1.8315789109443,-28.4001183472346,0.020353796805023,-3.04303765450201,-1.16298085436484,44.8337843746565,44.34647,44.77300,42.53414,42.82767,41.64106,42.45178
0.179847476924022,-0.78738396438095,-2.41233550002525,-3.83850968470597,1.24262681175266,2.06160271774052,2.06160271774052,-24.6658617466006,0.023802102065544,-3.97260966207988,-1.15762795493419,44.1986570869544,44.41080,44.90015,42.31086,43.02815,42.85326,40.90548
-0.301838953352161,0.304492594741023,-0.527310767488288,-4.71726713454165,1.30665874452624,1.76021241782611,1.76021241782611,-18.8866523322761,-0.006429353255804,-2.06424587022187,-1.02325619830251,44.6711728427151,44.44258,44.95125,42.33134,43.10245,41.57529,42.26538
-0.126145703012096,-0.647445691820203,-2.35713563259969,-2.9048227152491,1.28727825784232,1.98950174541468,1.98950174541468,-17.6041231452918,-0.012472873440729,-4.31687129788354,-1.71280936662258,44.828015064224,44.48394,44.86517,42.64806,42.22104,"42.74552

",42.12025
-0.744616859781957,-0.325655793466992,-1.73671966181724,-4.39080512075334,1.30696917861648,-1.71280936662258,1.95176433823208,-16.039821258347,0.025312008611758,-3.34288984229354,-1.08866951620771,44.0755469613925,45.03598,44.04390,43.01677,42.48675,41.89148,41.94719
-0.109850426557493,-0.962125371202154,-1.0810497981111,-4.11717699850435,1.26452416910586,1.95176433823208,2.36194658444669,-28.6371297786914,0.108908628294855,-10.6856172102846,-1.94340878291138,44.9268567089497,44.61065,44.63855,42.68640,42.92635,42.35133,41.81223
-0.025948599539126,-0.272599795754255,-3.07329262166378,-2.63882915058591,1.29017272926737,2.36194658444669,2.03926778141136,9.79371502414941,0.09530521699635,-4.8045737320098,-1.05288658685348,45.3074960379132,44.70652,44.54728,43.10906,42.99379,42.24738,41.59778
-0.119523222829071,0.530340358116951,-1.801452075742,-5.79555509440366,1.30505636437371,2.03926778141136,1.79548894487207,-31.5026981192034,0.069114173266392,-3.60048385951848,-1.35776772684506,44.3541084391474,44.83296,44.77257,42.94242,43.10417,42.12112,40.75320
-0.015430237834478,-0.028374022597775,-0.263143414133782,-3.13338240631681,1.29865910703264,1.79548894487207,1.89036956247305,-40.3382199348187,0.088052930274836,-1.74498262063409,-0.751564514475956,44.9698816437465,44.32271,45.09934,42.95855,43.11582,41.32674,41.60521
-0.340151187552906,-0.038612177713252,-1.511495087488,-2.76578036873632,1.27936428838737,1.89036956247305,1.9793965723694,-40.3382199348187,0.080570080200884,-3.31074439866777,-1.53639901370916,45.2966651902615,44.84746,45.06645,42.99467,43.09889,42.10446,41.95696
-0.007584761510694,-0.721386719421243,-1.39187272606691,-1.511495087488,1.31698576133927,1.9793965723694,1.72389015331307,-22.2043554013091,-0.018268480229718,-3.0700984268143,-1.22572167992747,45.6857417386023,44.66365,44.86206,42.96763,43.71762,42.44759,41.90367
-0.081179359179226,0.070231936669553,-2.48018219766743,-3.77433644500136,1.31535600701443,1.72389015331307,1.70625533062544,-58.5104487530067,0.040553550400647,-3.97364516334293,-0.977867347984731,44.4683473304122,44.76287,45.78051,42.07823,43.36264,42.41232,41.83543
0.069282110892823,-0.06329822739397,-1.14515778178845,-4.60863821377922,1.30841694864819,1.70625533062544,1.63929558075283,-24.0184297159803,0.025767535071528,-2.5025049266174,-0.574694468523672,44.5378190950733,45.10199,44.68850,42.26986,43.46540,42.42352,42.34942
-0.140608772879979,0.179646980076468,-1.53403719084451,-3.61800839630088,1.29401095545908,1.63929558075283,2.02250259698319,-16.039821258347,0.067886076746725,-3.40605422977623,-1.48828783010576,44.860338006571,44.64622,45.12138,42.46464,43.07342,42.75009,42.26263
-0.185766457933183,-0.305106555437785,-1.13754997422762,-4.10058022331742,1.31536578641039,2.02250259698319,1.64386996063852,-4.11717699850435,0.056985867655053,-2.81555482287928,-1.86199367763929,45.2013971243204,44.87745,44.82848,42.82392,43.31099,42.49940,41.70028
-0.244926431793179,-0.374993061806863,-1.69195979893517,-3.4667643552477,1.30344000283712,2.03926778141136,1.88730320824594,-46.9500269199268,0.062066373292009,-3.82083264290377,-1.63442748463551,45.5237464668116,44.09679,45.09556,42.88789,42.89897,41.63015,41.54967
-0.026784639489818,-0.590858850237264,-2.01642004097099,-4.08760235950123,1.27954085942527,1.79548894487207,1.99682183806572,-29.1855669345255,0.008519887680592,-3.88576619068419,-1.9410666260622,45.0755469613925,44.27269,44.48811,42.22354,43.47677,42.17727,42.27398
-0.368101522271687,0.203472199803679,-2.22170002832743,-4.47446247428402,1.29998137633484,1.89036956247305,1.94895106948082,-29.5860009588514,0.085687457598293,-17.3434643384405,-1.60286870980462,44.1818435879448,44.44430,45.38660,42.74993,43.09807,42.71115,41.72772
0.098054970770513,-1.04704826727087,-0.923839438431342,-4.1520531745669,1.2972270307003,1.9793965723694,2.21377946992152,-23.841332742451,0.017985657425321,-2.72597092894474,-1.27340678752075,45.9647309210536,44.93558,44.78246,42.63238,43.30349,42.28624,42.22803
-0.137865024154742,0.258663440278244,-3.07377741072293,-3.2201305783077,1.31776002804572,1.72389015331307,1.7644013973098,14.3867616690496,-0.007105151691749,-4.81461249662454,-1.11693342812086,45.1673173347482,44.09816,44.95779,43.42872,43.27955,42.75240,41.29200
-0.502569116655088,-0.053295601493591,-0.642584936048674,-5.54137730464632,1.30401317187664,1.70625533062544,1.8183119541886,-30.0408227842044,-0.064718736037532,-2.18121827554079,-1.50837865119376,44.3856062735983,44.33125,44.90453,43.11371,43.02225,41.54856,41.82570
-0.119323074857029,-1.05666573479682,-1.46202533936057,-2.94500551697347,1.33065777209471,1.63929558075283,1.42956825311849,-23.0211661178965,0.015415376745636,-3.34824849915849,-1.28414184986509,45.6009728956867,44.44104,45.34227,43.12829,43.17504,42.34606,41.51603
-0.232177079192396,-0.456491562682662,-2.72683838697273,-3.48037955088696,1.3097436397522,2.02250259698319,1.70488716939723,-29.264806966886,-0.031651027009962,0.141925855402914,-1.58103383586024,46.1271047983648,44.33125,45.01199,42.77936,42.10240,42.01922,42.73611
-0.22239180876236,-0.973599552156478,-1.93524153614982,-4.79064388340068,1.31258741524261,1.64386996063852,1.8721644956832,-23.0370839296308,0.053130904018307,-3.78554807025703,-1.01259907768933,44.3502480183342,44.44104,44.20388,43.46437,42.55260,43.19707,41.45944
-0.168722580899924,-0.526176734219536,-3.06061450937005,-4.12013291396347,1.30452856090574,1.88730320824594,1.75604946797322,-24.204818378569,0.126691590952991,-4.75917476926343,-1.34441850640737,45.2624510897304,44.88637,44.42333,42.66776,43.10894,42.01806,41.37077
-0.043579964929888,-0.647244027189426,-2.12179007599326,-5.75960875111628,1.31493129002325,1.99682183806572,1.73877039378628,-13.4538247590031,-0.023834959243997,-3.79344407109024,-1.57466818684854,45.2624510897304,44.30239,44.70367,43.06504,43.42597,41.72686,41.47399
-0.173194201502456,-0.130080487196945,-2.01523391527657,-4.41903228818313,1.30170051659449,1.94895106948082,1.92495912982636,-33.9765125249655,-0.005032056616067,-4.12708555107362,-0.760159741761084,45.1958996524092,44.22117,45.16175,42.62014,42.34814,41.23371,41.72148
-0.216996444458398,-0.569392942485508,-1.4815534343937,-4.19366123396655,1.30529611018418,2.21377946992152,1.77440571602565,-18.3817154244324,-0.052360046692753,-2.90021781006729,-1.1622817936279,45.5403294747909,44.76188,44.19785,42.65596,42.67153,41.78927,41.44395
0.04722121912048,-0.042829285268169,-2.26460727639926,-3.8739446976771,1.3076003931226,1.7644013973098,1.89579022012264,-9.53553152058014,-0.023933101836496,-3.88981819195892,-1.20625932494767,44.6954816764902,45.09383,44.47436,42.77973,43.02249,42.62721,42.11013
-0.232768767774256,0.092255038151806,-1.23909426395119,-4.71644390753335,1.31804723224421,1.8183119541886,1.69762613421529,-37.5153908210398,0.051549078467435,-2.6707182259529,-1.68536913850858,44.4608978427566,44.44021,44.48945,43.13841,42.99758,41.27474,41.75123
-0.238113571104744,-0.586300619124463,-0.536075197696778,-2.93020018445812,1.27862981182395,1.42956825311849,1.94247124809102,-36.4032205987905,0.013718043986119,-2.35706678291998,-0.910810492676914,45.2455126678141,44.54921,45.16544,43.29014,42.79588,41.97106,41.68625
-0.139773684068877,-0.419991159637095,-2.33719391399311,-2.78604921105808,1.31082134269606,1.70488716939723,1.72124300315618,-33.0193026345174,0.064787659601897,-3.8830536889513,-1.55098925187812,45.0718820073061,44.65970,44.73836,42.56854,42.95531,42.12706,42.28107
-0.216333233454842,-0.404876388901686,-1.96251153137943,-4.8545039480383,1.27172464669016,1.8721644956832,2.03113810977536,-16.858368236231,-0.002910224230661,-3.83886921592695,-1.67403490774236,44.2600713879851,44.79900,44.70017,42.33321,42.97747,42.08910,40.65519
-0.327655005877527,-0.165009129699797,-1.98422020043017,-4.49798158696738,1.32672214478868,1.75604946797322,1.6442162125844,-28.7633901118148,0.018594900267073,-3.85955816623637,-1.37657554535585,44.7450747915821,44.18964,44.99169,42.37821,43.37527,,41.50676
,-0.460769773260833,-1.49890812725583,-4.27679594483881,1.31184176697316,1.73877039378628,1.82991943129955,-20.0599009339423,0.034462898796084,-3.0724316791207,-1.71433228508347,44.9580858485211,44.25669,45.37277,41.91246,43.20201,,41.59405
,,-2.09104763407522,-3.58783681555421,1.29697997414436,1.92495912982636,1.94065449289872,-52.8620257475778,,-3.87721918862693,,44.7355988996982,44.35819,44.99354,42.10484,42.73059,,41.85345
,,,-4.17058375044977,,1.77440571602565,,-19.4312748630848,,,,44.9339931638312,44.91202,44.65862,42.66324,43.06928,,
,,,,,1.89579022012264,,-49.3367100256432,,,,44.7664128471124,45.05713,44.56841,42.58026,42.78089,,
,,,,,1.69762613421529,,,,,,45.3159703454569,44.56043,44.65633,42.28675,42.88707,,
,,,,,1.94247124809102,,,,,,45.1492191126554,44.78145,44.59963,42.41024,43.05763,,
,,,,,1.72124300315618,,,,,,44.5289167002777,44.77507,44.73006,42.71884,42.56775,,
,,,,,2.03113810977536,,,,,,44.9561684304754,44.36424,44.47789,42.63816,42.90808,,
,,,,,1.6442162125844,,,,,,43.1205739312058,44.17580,45.01247,42.27794,42.80545,,
,,,,,1.82991943129955,,,,,,44.4608978427566,44.40151,44.55196,42.67026,43.32544,,
,,,,,,,,,,,44.8208579894397,44.20654,44.98618,42.11144,42.78329,,
,,,,,,,,,,,44.6618126855373,44.59746,45.06799,,42.81910,,
,,,,,,,,,,,44.4361626470408,44.17015,44.86777,,43.24706,,
,,,,,,,,,,,45.0043213737826,44.31297,44.71317,,43.23054,,
,,,,,,,,,,,45.3424226808222,44.52867,44.93590,,42.79880,,
,,,,,,,,,,,44.6253124509617,44.68251,44.57434,,43.06437,,
,,,,,,,,,,,43.7671558660822,,44.45962,,42.75987,,
,,,,,,,,,,,44.7134905430939,,45.73744,,42.79383,,
,,,,,,,,,,,45.5327543789925,,44.28572,,43.66837,,
,,,,,,,,,,,45.0293837776852,,0.01334,,42.68648,,
,,,,,,,,,,,45.170261715395,,44.39641,,42.38523,,
,,,,,,,,,,,44.5024271199844,,44.43794,,42.91559,,
,,,,,,,,,,,44.9503648543761,,44.40271,,43.06190,,
,,,,,,,,,,,44.5390760987928,,44.66232,,,,
,,,,,,,,,,,44.9547247909791,,,,,,
,,,,,,,,,,,44.8142475957319,,,,,,
,,,,,,,,,,,45.0086001717619,,,,,,
,,,,,,,,,,,44.4927603890268,,,,,,
